TimeFrom,TimeTo,Speaker,Gap between speakers
406.32,406.79,0,0.05
406.79,406.92,0,0.05
406.92,407.04,0,0.05
407.04,407.29,0,0.05
407.29,407.72,0,0.05
407.72,407.85,0,0.05
407.85,408.1,0,0.05
408.1,408.51,0,0.05
408.8,409.06,0,0.05
409.06,409.23,0,0.05
409.23,409.77,0,0.05
409.77,409.9,0,0.05
409.9,410.11,0,0.05
410.11,410.45,0,0.05
410.45,410.58,0,0.05
410.58,410.73,0,0.05
410.73,411.02,0,0.05
411.02,411.32,0,0.05
411.46,411.8,1,0.14
411.8,411.88,1,0.14
411.88,412,1,0.14
412,412.11,1,0.14
412.11,412.25,1,0.14
412.25,412.7,1,0.14
413.61,413.64,1,0.14
413.64,413.87,1,0.14
413.87,414.08,1,0.14
414.08,414.29,1,0.14
414.29,414.61,1,0.14
414.61,414.88,1,0.14
416.98,417.12,0,2.1
417.12,417.23,0,2.1
417.23,417.43,0,2.1
417.43,417.49,0,2.1
417.49,418.4,0,2.1
418.77,418.95,0,2.1
418.95,419.09,0,2.1
419.09,419.18,0,2.1
419.18,419.53,0,2.1
419.53,419.62,0,2.1
419.62,419.88,0,2.1
419.88,420.07,0,2.1
420.07,420.29,0,2.1
420.29,420.73,0,2.1
420.73,420.89,0,2.1
420.89,421.43,0,2.1
421.46,421.67,0,2.1
421.67,421.86,0,2.1
421.86,422.05,0,2.1
422.05,422.28,0,2.1
422.28,422.55,0,2.1
422.55,422.8,0,2.1
422.8,423.24,0,2.1
423.24,423.35,0,2.1
423.35,423.58,0,2.1
423.58,423.73,0,2.1
423.73,423.83,0,2.1
423.83,424.09,0,2.1
424.7,424.85,1,0.61
424.85,425.06,1,0.61
425.06,425.32,1,0.61
425.32,425.89,1,0.61
426.18,426.55,1,0.61
426.55,426.65,1,0.61
426.65,426.84,1,0.61
426.84,427.25,1,0.61
427.28,427.73,1,0.61
429.99,430.17,1,0.61
430.17,430.38,1,0.61
430.38,430.57,1,0.61
430.57,430.75,1,0.61
430.75,430.85,1,0.61
430.85,430.99,1,0.61
430.99,431.27,1,0.61
431.27,431.84,1,0.61
433.53,434.1,0,1.69
434.13,434.6,0,1.69
434.63,435.18,0,1.69
435.18,435.58,0,1.69
436.72,436.88,0,1.69
436.88,437,0,1.69
437,437.49,0,1.69
437.49,437.7,0,1.69
437.7,438.15,0,1.69
438.2,438.35,0,1.69
438.35,438.75,0,1.69
438.75,438.91,0,1.69
438.91,439.02,0,1.69
439.02,439.57,0,1.69
441.7,441.88,0,1.69
441.88,442.01,0,1.69
442.01,442.7,0,1.69
442.73,442.96,0,1.69
442.96,443.15,0,1.69
443.15,443.6,0,1.69
443.6,443.73,0,1.69
443.73,443.94,0,1.69
443.94,444.19,0,1.69
444.19,444.63,0,1.69
445.7,446.07,0,1.69
446.07,446.18,0,1.69
446.18,446.65,0,1.69
447.06,447.43,0,1.69
447.57,447.72,0,1.69
447.72,447.9,0,1.69
447.9,448.1,0,1.69
448.1,448.23,0,1.69
448.23,448.4,0,1.69
448.4,448.86,0,1.69
450.01,450.2,0,1.69
450.2,450.51,0,1.69
450.67,450.85,0,1.69
450.85,450.92,0,1.69
450.92,451.06,0,1.69
451.06,451.33,0,1.69
451.33,451.46,0,1.69
451.46,451.73,0,1.69
451.73,451.81,0,1.69
451.81,452,0,1.69
452,452.81,0,1.69
452.81,453.41,0,1.69
454.81,455.26,1,1.4
456.41,456.82,1,1.4
456.82,457.08,1,1.4
457.08,457.25,1,1.4
457.25,457.65,1,1.4
457.65,457.76,1,1.4
457.76,458.14,1,1.4
458.14,458.31,1,1.4
458.31,458.49,1,1.4
458.49,459,1,1.4
459.24,459.68,1,1.4
459.68,460,1,1.4
460.05,460.35,1,1.4
460.35,460.71,1,1.4
460.71,461.18,1,1.4
461.36,461.58,1,1.4
461.58,461.69,1,1.4
461.69,461.81,1,1.4
461.81,462.44,1,1.4
462.6,463.02,0,0.16
463.02,463.21,0,0.16
463.21,463.55,0,0.16
463.8,463.94,0,0.16
463.94,464.14,0,0.16
464.14,464.39,0,0.16
464.39,464.5,0,0.16
464.5,464.67,0,0.16
464.67,464.81,0,0.16
464.81,465.13,0,0.16
465.94,466.09,0,0.16
466.09,466.21,0,0.16
466.21,466.42,0,0.16
466.42,466.59,0,0.16
466.59,466.99,0,0.16
466.99,467.37,0,0.16
467.37,467.56,0,0.16
467.56,467.66,0,0.16
467.66,468,0,0.16
468.21,468.81,0,0.16
468.81,469.01,0,0.16
469.01,469.14,0,0.16
469.14,469.82,0,0.16
470.44,470.61,0,0.16
470.61,470.81,0,0.16
470.81,470.95,0,0.16
470.95,471.4,0,0.16
472.34,472.63,0,0.16
473.56,473.65,0,0.16
473.65,473.92,0,0.16
473.92,474.07,0,0.16
474.07,474.19,0,0.16
474.19,474.44,0,0.16
474.44,474.66,0,0.16
474.83,475.29,1,0.17
475.29,475.6,1,0.17
476.43,476.55,0,0.83
476.55,476.7,0,0.83
476.7,476.9,0,0.83
476.9,477.24,0,0.83
477.24,477.38,0,0.83
477.38,477.99,0,0.83
480.89,481.07,0,0.83
481.07,481.17,0,0.83
481.17,481.65,0,0.83
481.65,482,0,0.83
482,482.51,0,0.83
483.39,483.61,0,0.83
483.61,484,0,0.83
484,484.59,0,0.83
484.59,484.75,0,0.83
484.75,484.89,0,0.83
484.89,485.25,0,0.83
485.25,485.36,0,0.83
485.36,485.44,0,0.83
485.44,485.71,0,0.83
485.71,485.87,0,0.83
485.87,486.02,0,0.83
486.02,486.12,0,0.83
486.12,486.28,0,0.83
486.28,486.7,0,0.83
486.7,486.86,0,0.83
486.86,486.98,0,0.83
486.98,487.21,0,0.83
487.21,487.34,0,0.83
487.34,487.45,0,0.83
487.45,488.04,0,0.83
488.65,488.81,0,0.83
488.81,489.41,0,0.83
489.41,489.76,0,0.83
489.76,490.05,0,0.83
490.05,490.19,0,0.83
490.19,490.44,0,0.83
490.44,490.54,0,0.83
490.54,490.64,0,0.83
490.64,491.09,0,0.83
492.15,492.33,0,0.83
492.33,492.45,0,0.83
492.96,493.09,0,0.83
493.09,493.22,0,0.83
493.22,493.47,0,0.83
493.47,493.61,0,0.83
493.61,493.9,0,0.83
493.9,494.4,0,0.83
495.63,496.15,0,0.83
496.23,496.37,0,0.83
496.37,496.7,0,0.83
496.7,497.24,0,0.83
497.24,497.35,0,0.83
497.35,497.45,0,0.83
497.45,497.7,0,0.83
497.7,498.45,0,0.83
498.45,498.68,0,0.83
498.68,498.75,0,0.83
498.75,498.9,0,0.83
498.9,499.01,0,0.83
499.01,499.32,0,0.83
499.32,499.53,0,0.83
499.53,499.65,0,0.83
499.65,499.81,0,0.83
499.81,500.68,0,0.83
501.72,501.96,0,0.83
501.96,502.08,0,0.83
502.08,502.22,0,0.83
502.22,502.46,0,0.83
502.46,502.74,0,0.83
502.74,503.05,0,0.83
503.05,503.33,0,0.83
503.33,503.4,0,0.83
503.4,503.97,0,0.83
506.2,506.38,0,0.83
506.38,506.58,0,0.83
506.58,506.92,0,0.83
506.92,507.24,0,0.83
507.24,507.62,0,0.83
508.15,508.7,0,0.83
509.3,509.76,0,0.83
509.76,510.09,0,0.83
510.09,510.31,0,0.83
510.31,510.46,0,0.83
510.46,510.51,0,0.83
510.51,511.44,0,0.83
511.79,512.04,0,0.83
512.04,512.16,0,0.83
512.16,512.73,0,0.83
512.81,513.33,0,0.83
513.33,513.7,0,0.83
513.89,514.2,0,0.83
515.06,515.44,0,0.83
515.44,515.66,0,0.83
515.66,515.84,0,0.83
515.84,516.2,0,0.83
516.2,516.59,0,0.83
518.31,518.79,0,0.83
518.82,518.98,0,0.83
518.98,519.23,0,0.83
519.23,519.5,0,0.83
519.5,519.75,0,0.83
519.75,519.87,0,0.83
519.87,520.6,0,0.83
521.34,521.44,0,0.83
521.44,521.88,0,0.83
521.88,522.08,0,0.83
522.08,522.34,0,0.83
522.34,522.48,0,0.83
522.48,522.86,0,0.83
523.14,523.29,0,0.83
523.29,523.52,0,0.83
523.52,523.73,0,0.83
523.73,523.92,0,0.83
523.92,524.01,0,0.83
524.01,524.66,0,0.83
524.74,525.45,0,0.83
525.45,525.6,0,0.83
525.6,526.22,0,0.83
528.07,528.22,0,0.83
528.22,528.53,0,0.83
528.75,529.16,0,0.83
529.16,529.24,0,0.83
529.24,529.38,0,0.83
529.38,529.51,0,0.83
529.51,529.6,0,0.83
529.6,530.11,0,0.83
531.03,531.18,0,0.83
531.18,531.36,0,0.83
531.36,531.47,0,0.83
531.47,531.87,0,0.83
531.87,532.12,0,0.83
532.79,533.23,0,0.83
533.23,533.3,0,0.83
533.3,533.49,0,0.83
533.49,533.59,0,0.83
533.59,533.72,0,0.83
533.72,534.17,0,0.83
534.17,534.47,0,0.83
534.91,535.38,0,0.83
535.38,535.52,0,0.83
535.52,536.21,0,0.83
536.24,536.34,0,0.83
536.34,536.47,0,0.83
536.47,536.61,0,0.83
536.61,537.14,0,0.83
537.46,537.78,0,0.83
537.78,537.86,0,0.83
537.86,537.92,0,0.83
537.92,538.18,0,0.83
538.18,538.37,0,0.83
538.37,538.45,0,0.83
538.45,538.63,0,0.83
538.63,539.25,0,0.83
539.25,539.48,0,0.83
539.48,539.8,0,0.83
539.8,540.11,0,0.83
540.11,540.19,0,0.83
540.19,540.44,0,0.83
540.44,540.58,0,0.83
540.58,540.76,0,0.83
540.8,541.25,0,0.83
542.42,542.45,1,1.17
542.45,542.7,1,1.17
542.7,543.07,1,1.17
543.33,543.5,1,1.17
543.5,543.62,1,1.17
543.62,544.04,1,1.17
545.32,545.49,0,1.28
545.49,545.55,0,1.28
545.55,545.62,0,1.28
545.62,545.82,0,1.28
545.82,546,0,1.28
546,546.19,0,1.28
546.19,546.47,0,1.28
547.5,547.76,1,1.03
547.76,548.09,1,1.03
548.09,548.2,1,1.03
548.2,548.77,1,1.03
548.77,549.15,1,1.03
550.45,550.85,0,1.3
550.88,551.02,1,0.03
551.02,551.19,1,0.03
551.19,551.27,1,0.03
551.27,551.54,1,0.03
552.17,552.48,1,0.03
552.48,552.87,1,0.03
552.87,553.11,1,0.03
553.11,553.26,1,0.03
553.26,553.37,1,0.03
553.37,553.79,1,0.03
554.63,554.8,1,0.03
555.83,556.11,1,0.03
556.15,556.42,1,0.03
556.45,556.83,1,0.03
557,557.43,1,0.03
557.46,557.57,1,0.03
557.57,557.7,1,0.03
557.7,557.84,1,0.03
557.84,557.91,1,0.03
557.91,558.12,1,0.03
558.12,558.33,1,0.03
558.96,559.19,0,0.63
559.19,559.36,0,0.63
559.36,559.44,0,0.63
559.44,559.62,0,0.63
559.62,559.7,0,0.63
559.7,560.03,0,0.63
560.06,560.51,0,0.63
560.54,560.75,0,0.63
560.75,561.14,0,0.63
561.17,561.42,0,0.63
561.42,561.52,0,0.63
561.52,561.99,0,0.63
561.99,562.07,0,0.63
562.07,562.47,0,0.63
562.47,562.79,0,0.63
563.24,563.71,0,0.63
563.91,564.12,0,0.63
564.12,564.4,0,0.63
564.4,565.11,0,0.63
565.11,565.2,0,0.63
565.2,565.36,0,0.63
565.39,565.47,0,0.63
565.47,565.76,0,0.63
565.76,565.96,0,0.63
565.96,566.51,0,0.63
567.68,568.25,0,0.63
568.38,568.59,0,0.63
568.59,568.83,0,0.63
568.83,569.04,0,0.63
569.04,569.12,0,0.63
569.12,569.24,0,0.63
569.24,569.45,0,0.63
569.45,569.79,0,0.63
569.79,569.99,0,0.63
569.99,570.11,0,0.63
570.11,570.52,0,0.63
571.12,571.44,0,0.63
571.44,571.5,0,0.63
571.5,571.74,0,0.63
571.74,571.84,0,0.63
571.84,571.9,0,0.63
571.9,572.13,0,0.63
572.13,572.31,0,0.63
572.31,572.38,0,0.63
572.38,572.55,0,0.63
572.55,572.85,0,0.63
573.03,573.16,0,0.63
573.16,573.3,0,0.63
573.3,573.43,0,0.63
573.43,573.76,0,0.63
573.76,573.92,0,0.63
573.92,574,0,0.63
574,574.19,0,0.63
574.19,574.71,0,0.63
575.31,575.77,1,0.6
576.16,576.32,0,0.39
576.32,576.6,0,0.39
576.6,576.71,0,0.39
576.71,577.01,0,0.39
577.01,577.28,0,0.39
